# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0004416	hydroxyacylglutathione hydrolase activity	130	2.199978e-2	1.000000e+0	7.063622e-1	4.495364e+1	2.224514e-2	1	2.224514e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	PNKD
GO Molecular Function	GO:0043022	ribosome binding	131	2.200008e-2	1.000000e+0	7.009796e-1	2.370552e+0	3.374741e+0	8	3.374741e-3	8.000000e-3	125	2.990893e-2	1.000000e+0	9.987190e-1	2.160759e+0	3.702402e+0	8	55	6.329114e-3	1.454545e-1	.,.,.,.,.,.,.,.	CPEB4,EIF2A,GEMIN5,IGHMBP2,MRPS27,NAA15,OXA1L,RACK1
GO Molecular Function	GO:0003724	RNA helicase activity	132	2.219735e-2	1.000000e+0	7.019071e-1	2.123213e+0	4.709843e+0	10	4.709843e-3	1.000000e-2	63	5.443811e-3	1.000000e+0	3.606741e-1	2.403051e+0	4.577515e+0	11	68	8.702532e-3	1.617647e-1	.,.,.,.,.,.,.,.,.,.	DDX17,DDX23,DDX47,DDX5,DDX54,DHX29,DHX30,DQX1,HELQ,IGHMBP2,SKIV2L2
GO Molecular Function	GO:0016278	lysine N-methyltransferase activity	133	2.223559e-2	1.000000e+0	6.978297e-1	1.965079e+0	6.106625e+0	12	6.106625e-3	1.200000e-2	41	2.280621e-3	1.000000e+0	2.321783e-1	2.678810e+0	4.106300e+0	11	61	8.702532e-3	1.803279e-1	.,.,.,.,.,.,.,.,.,.,.,.	ASH2L,CAMKMT,CXXC1,DOT1L,KMT2E,KMT5B,NSD2,SETD3,SETDB2,VCPKMT,WDR82
GO Molecular Function	GO:0052925	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity	134	2.253231e-2	1.000000e+0	7.018646e-1	4.387931e+1	2.278979e-2	1	2.278979e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	ALG3
GO Molecular Function	GO:0052917	dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity	135	2.308717e-2	1.000000e+0	7.138211e-1	4.281265e+1	2.335758e-2	1	2.335758e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	ALG12
GO Molecular Function	GO:0009055	electron carrier activity	136	2.313582e-2	1.000000e+0	7.100655e-1	1.843761e+0	7.593174e+0	14	7.593174e-3	1.400000e-2	35	1.717940e-3	1.000000e+0	2.048766e-1	2.263653e+0	7.068222e+0	16	105	1.265823e-2	1.523810e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.	COX10,COX8A,ENSG00000167807,ENSG00000256100,FDX2,GLRX3,IDH3B,NDUFS1,NDUFS2,NDUFS3,NDUFS6,NQO2,SDHB,SDHC,SH3BGRL3,TXNRD2
GO Molecular Function	GO:0003746	translation elongation factor activity	137	2.329086e-2	1.000000e+0	7.096062e-1	4.981777e+0	6.021948e-1	3	6.021948e-4	3.000000e-3	289	8.837068e-2	1.000000e+0	1.000000e+0	2.785354e+0	1.077062e+0	3	16	2.373418e-3	1.875000e-1	.,.,.	EEF1A1,EEF1B2,HBS1L
GO Molecular Function	GO:0008186	RNA-dependent ATPase activity	138	2.353693e-2	1.000000e+0	7.119069e-1	2.102345e+0	4.756594e+0	10	4.756594e-3	1.000000e-2	63	5.443811e-3	1.000000e+0	3.606741e-1	2.403051e+0	4.577515e+0	11	68	8.702532e-3	1.617647e-1	.,.,.,.,.,.,.,.,.,.	DDX17,DDX23,DDX47,DDX5,DDX54,DHX29,DHX30,DQX1,HELQ,IGHMBP2,SKIV2L2
GO Molecular Function	GO:0032182	ubiquitin-like protein binding	139	2.353873e-2	1.000000e+0	7.068393e-1	1.757761e+0	9.102491e+0	16	9.102491e-3	1.600000e-2	66	7.184324e-3	1.000000e+0	4.543541e-1	1.964327e+0	8.145284e+0	16	121	1.265823e-2	1.322314e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ABRAXAS2,AUP1,DAXX,FAF2,MINDY2,NR3C1,NSFL1C,OTUB1,PRPF8,RAD23A,RNF169,SIRT2,UBAP1,UBTD1,UFD1,VPS28
GO Molecular Function	GO:0015266	protein channel activity	140	2.430174e-2	1.000000e+0	7.245390e-1	4.899785e+0	6.122718e-1	3	6.122718e-4	3.000000e-3	144	4.234154e-2	1.000000e+0	1.000000e+0	3.713805e+0	8.077968e-1	3	12	2.373418e-3	2.500000e-1	.,.,.	TIMM22,TOMM22,TOMM40L
GO Molecular Function	GO:0008173	RNA methyltransferase activity	141	2.450653e-2	1.000000e+0	7.254628e-1	2.321217e+0	3.446468e+0	8	3.446468e-3	8.000000e-3	141	3.951916e-2	1.000000e+0	1.000000e+0	2.048996e+0	3.904351e+0	8	58	6.329114e-3	1.379310e-1	.,.,.,.,.,.,.,.	ALKBH8,DIMT1,EMG1,METTL16,METTL3,MRM3,TRMT1,TRMT13
GO Molecular Function	GO:0035257	nuclear hormone receptor binding	142	2.487611e-2	1.000000e+0	7.312175e-1	1.572421e+0	1.462713e+1	23	1.462713e-2	2.300000e-2	19	1.202952e-4	5.021122e-1	2.642696e-2	2.385510e+0	9.222346e+0	22	137	1.740506e-2	1.605839e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	CALR,CTNNB1,DAXX,DDX5,DDX54,KDM3A,LATS1,MED1,MED13,MED24,MED25,MED4,MMS19,NCOR1,PAGR1,PHB2,SNW1,TAF7,TGFB1I1,THRAP3,TRIP12,TRIP4
GO Molecular Function	GO:0035642	histone methyltransferase activity (H3-R17 specific)	143	2.498554e-2	1.000000e+0	7.292982e-1	3.952154e+1	2.530266e-2	1	2.530266e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	CARM1
GO Molecular Function	GO:0016422	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity	144	2.514269e-2	1.000000e+0	7.287888e-1	8.228726e+0	2.430510e-1	2	2.430510e-4	2.000000e-3	77	1.297572e-2	1.000000e+0	7.033851e-1	9.903481e+0	2.019492e-1	2	3	1.582278e-3	6.666667e-1	.,.	METTL16,METTL3
GO Molecular Function	GO:0031151	histone methyltransferase activity (H3-K79 specific)	145	2.519495e-2	1.000000e+0	7.252670e-1	3.918886e+1	2.551745e-2	1	2.551745e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	DOT1L
GO Molecular Function	GO:0043754	dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity	146	2.619426e-2	1.000000e+0	7.488688e-1	3.767458e+1	2.654309e-2	1	2.654309e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	DBT
GO Molecular Function	GO:0004581	dolichyl-phosphate beta-glucosyltransferase activity	147	2.656547e-2	1.000000e+0	7.543148e-1	3.714110e+1	2.692435e-2	1	2.692435e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	ALG5
GO Molecular Function	GO:0004649	poly(ADP-ribose) glycohydrolase activity	148	2.718229e-2	1.000000e+0	7.666140e-1	3.628686e+1	2.755818e-2	1	2.755818e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	ADPRHL2
GO Molecular Function	GO:0032575	ATP-dependent 5'-3' RNA helicase activity	149	2.724455e-2	1.000000e+0	7.632131e-1	3.620279e+1	2.762218e-2	1	2.762218e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	IGHMBP2
GO Molecular Function	GO:0002196	Ser-tRNA(Ala) hydrolase activity	150	2.810050e-2	1.000000e+0	7.819432e-1	3.508468e+1	2.850247e-2	1	2.850247e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	PTGES3L-AARSD1
GO Molecular Function	GO:0004140	dephospho-CoA kinase activity	151	2.825797e-2	1.000000e+0	7.811177e-1	3.488636e+1	2.866450e-2	1	2.866450e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	DCAKD
GO Molecular Function	GO:0055105	ubiquitin-protein transferase inhibitor activity	152	2.925503e-2	1.000000e+0	8.033585e-1	7.576709e+0	2.639669e-1	2	2.639669e-4	2.000000e-3	158	5.663503e-2	1.000000e+0	1.000000e+0	4.951741e+0	4.038984e-1	2	6	1.582278e-3	3.333333e-1	.,.	RPL11,RPL5
GO Molecular Function	GO:0001512	dihydronicotinamide riboside quinone reductase activity	153	2.930536e-2	1.000000e+0	7.994809e-1	3.362147e+1	2.974290e-2	1	2.974290e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	NQO2
GO Molecular Function	GO:1904408	melatonin binding	153	2.930536e-2	1.000000e+0	7.994809e-1	3.362147e+1	2.974290e-2	1	2.974290e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	NQO2
GO Molecular Function	GO:1905594	resveratrol binding	153	2.930536e-2	1.000000e+0	7.994809e-1	3.362147e+1	2.974290e-2	1	2.974290e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	NQO2
GO Molecular Function	GO:0016874	ligase activity	156	2.954849e-2	1.000000e+0	7.906115e-1	1.580610e+0	1.328601e+1	21	1.328601e-2	2.100000e-2	91	1.877671e-2	1.000000e+0	8.612526e-1	1.650580e+0	1.211695e+1	20	180	1.582278e-2	1.111111e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	AARS2,DARS2,FARS2,FARSA,GART,GATB,KARS,LARS2,NARS,PCCB,PTGES3L-AARSD1,QRSL1,RBX1,SARS2,TPGS1,TTLL11,UBA1,UBE2M,WARS2,YARS2
GO Molecular Function	GO:1990984	tRNA demethylase activity	157	3.058398e-2	1.000000e+0	8.131053e-1	3.219476e+1	3.106095e-2	1	3.106095e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	ALKBH1
GO Molecular Function	GO:0031072	heat shock protein binding	158	3.073268e-2	1.000000e+0	8.118874e-1	1.772299e+0	7.899346e+0	14	7.899346e-3	1.400000e-2	105	2.391578e-2	1.000000e+0	9.507092e-1	1.839218e+0	7.068222e+0	13	105	1.028481e-2	1.238095e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.	APOA2,BAK1,BAX,CAMKMT,DAXX,DNAJA3,DNAJC7,DNAJC8,HSF1,HSPA1B,HSPA8,METTL23,NR3C1
GO Molecular Function	GO:0102522	tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity	159	3.084729e-2	1.000000e+0	8.097899e-1	3.191565e+1	3.133259e-2	1	3.133259e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	TRMT12
GO Molecular Function	GO:0008995	ribonuclease E activity	160	3.128928e-2	1.000000e+0	8.162591e-1	3.145768e+1	3.178874e-2	1	3.178874e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	PPP1R8
GO Molecular Function	GO:1990583	phospholipase D activator activity	161	3.162789e-2	1.000000e+0	8.199678e-1	3.111549e+1	3.213833e-2	1	3.213833e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	ARF1
GO Molecular Function	GO:0030292	protein tyrosine kinase inhibitor activity	162	3.182136e-2	1.000000e+0	8.198911e-1	7.235414e+0	2.764182e-1	2	2.764182e-4	2.000000e-3	109	2.479530e-2	1.000000e+0	9.495008e-1	7.427611e+0	2.692656e-1	2	4	1.582278e-3	5.000000e-1	.,.	FGFR1OP,RACK1
GO Molecular Function	GO:0016410	N-acyltransferase activity	163	3.201217e-2	1.000000e+0	8.197472e-1	1.762058e+0	7.945255e+0	14	7.945255e-3	1.400000e-2	89	1.786118e-2	1.000000e+0	8.376693e-1	1.912058e+0	6.798956e+0	13	101	1.028481e-2	1.287129e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.	ELP4,EPC1,ESCO2,HCFC1,KAT6A,KAT6B,KAT7,NAA15,NAA60,NAGS,SRCAP,SUPT7L,TAF5
GO Molecular Function	GO:0008852	exodeoxyribonuclease I activity	164	3.242696e-2	1.000000e+0	8.253057e-1	3.033629e+1	3.296382e-2	1	3.296382e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	EXD2
GO Molecular Function	GO:0031867	EP4 subtype prostaglandin E2 receptor binding	165	3.407376e-2	1.000000e+0	8.619629e-1	2.884571e+1	3.466720e-2	1	3.466720e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	FEM1A
GO Molecular Function	GO:0003944	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity	166	3.537270e-2	1.000000e+0	8.894316e-1	2.776789e+1	3.601283e-2	1	3.601283e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	NAGPA
GO Molecular Function	GO:0052909	18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity	167	3.558218e-2	1.000000e+0	8.893414e-1	2.760143e+1	3.623000e-2	1	3.623000e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	DIMT1
GO Molecular Function	GO:0008843	endochitinase activity	168	3.635470e-2	1.000000e+0	9.032412e-1	2.700417e+1	3.703132e-2	1	3.703132e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	CHIT1
GO Molecular Function	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	169	3.739926e-2	1.000000e+0	9.236953e-1	2.273537e+0	3.078903e+0	7	3.078903e-3	7.000000e-3	130	3.611393e-2	1.000000e+0	1.000000e+0	2.084943e+0	3.837035e+0	8	57	6.329114e-3	1.403509e-1	.,.,.,.,.,.,.	CHM,COX10,DHPS,EEF1E1,EEF1E1-BLOC1S5,PDSS2,TRMT12,UBIAD1
GO Molecular Function	GO:0098505	G-rich strand telomeric DNA binding	170	3.921244e-2	1.000000e+0	9.627807e-1	4.050475e+0	7.406539e-1	3	7.406539e-4	3.000000e-3	118	2.553691e-2	1.000000e+0	9.033141e-1	4.456566e+0	6.731640e-1	3	10	2.373418e-3	3.000000e-1	.,.,.	HNRNPA1,RPA2,TERF2IP
GO Molecular Function	GO:0005053	peroxisome matrix targeting signal-2 binding	171	3.994303e-2	1.000000e+0	9.749837e-1	2.453276e+1	4.076182e-2	1	4.076182e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	PEX7
GO Molecular Function	GO:0016433	rRNA (adenine) methyltransferase activity	172	4.016353e-2	1.000000e+0	9.746661e-1	6.361456e+0	3.143935e-1	2	3.143935e-4	2.000000e-3	279	7.581990e-2	1.000000e+0	1.000000e+0	4.244349e+0	4.712148e-1	2	7	1.582278e-3	2.857143e-1	.,.	DIMT1,METTL16
GO Molecular Function	GO:0019788	NEDD8 transferase activity	173	4.050240e-2	1.000000e+0	9.772082e-1	6.331764e+0	3.158677e-1	2	3.158677e-4	2.000000e-3	158	5.663503e-2	1.000000e+0	1.000000e+0	4.951741e+0	4.038984e-1	2	6	1.582278e-3	3.333333e-1	.,.	RBX1,UBE2M
GO Molecular Function	GO:0019888	protein phosphatase regulator activity	174	4.089091e-2	1.000000e+0	9.809118e-1	1.700686e+0	8.231971e+0	14	8.231971e-3	1.400000e-2	65	5.725807e-3	1.000000e+0	3.676849e-1	2.285419e+0	5.250679e+0	12	78	9.493671e-3	1.538462e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.	CALM1,LMTK2,NSFL1C,PPP1R10,PPP1R14B,PPP1R15B,PPP1R7,PPP1R8,PPP2R2D,PTPA,RCAN1,SHOC2
GO Molecular Function	GO:0036033	mediator complex binding	175	4.093359e-2	1.000000e+0	9.763246e-1	6.294516e+0	3.177369e-1	2	3.177369e-4	2.000000e-3	109	2.479530e-2	1.000000e+0	9.495008e-1	7.427611e+0	2.692656e-1	2	4	1.582278e-3	5.000000e-1	.,.	MED1,SMC3
GO Molecular Function	GO:0019767	IgE receptor activity	176	4.144588e-2	1.000000e+0	9.829267e-1	2.362482e+1	4.232836e-2	1	4.232836e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	FCER1G
GO Molecular Function	GO:0004584	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity	177	4.155356e-2	1.000000e+0	9.799128e-1	2.356229e+1	4.244070e-2	1	4.244070e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	PIGV
GO Molecular Function	GO:1990381	ubiquitin-specific protease binding	178	4.226180e-2	1.000000e+0	9.910155e-1	3.929013e+0	7.635506e-1	3	7.635506e-4	3.000000e-3	289	8.837068e-2	1.000000e+0	1.000000e+0	2.785354e+0	1.077062e+0	3	16	2.373418e-3	1.875000e-1	.,.,.	CLTC,RAD23A,SART3
GO Molecular Function	GO:0032089	NACHT domain binding	179	4.251363e-2	1.000000e+0	9.913513e-1	2.301875e+1	4.344285e-2	1	4.344285e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	CARD8
GO Molecular Function	GO:0004386	helicase activity	180	4.352678e-2	1.000000e+0	1.000000e+0	1.549544e+0	1.226168e+1	19	1.226168e-2	1.900000e-2	107	2.417742e-2	1.000000e+0	9.431453e-1	1.683592e+0	1.009746e+1	17	150	1.344937e-2	1.133333e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	CDC45,CHD2,CHD6,DDX17,DDX23,DDX47,DDX5,DDX54,DHX29,DHX30,DQX1,ERCC6L2,HELQ,IGHMBP2,MCM5,SKIV2L2,SRCAP
GO Molecular Function	GO:0005316	high-affinity inorganic phosphate:sodium symporter activity	181	4.362902e-2	1.000000e+0	1.000000e+0	2.241730e+1	4.460840e-2	1	4.460840e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	SLC20A1
GO Molecular Function	GO:0004014	adenosylmethionine decarboxylase activity	182	4.434436e-2	1.000000e+0	1.000000e+0	2.204750e+1	4.535661e-2	1	4.535661e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	AMD1
GO Molecular Function	GO:0019810	putrescine binding	182	4.434436e-2	1.000000e+0	1.000000e+0	2.204750e+1	4.535661e-2	1	4.535661e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	AMD1
GO Molecular Function	GO:0103053	1-ethyladenine demethylase activity	184	4.528018e-2	1.000000e+0	1.000000e+0	2.158136e+1	4.633629e-2	1	4.633629e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	ALKBH1
GO Molecular Function	GO:0008532	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity	185	4.616448e-2	1.000000e+0	1.000000e+0	5.884938e+0	3.398507e-1	2	3.398507e-4	2.000000e-3	132	3.949532e-2	1.000000e+0	1.000000e+0	5.942089e+0	3.365820e-1	2	5	1.582278e-3	4.000000e-1	.,.	B3GNT4,B3GNT7
GO Molecular Function	GO:0000225	N-acetylglucosaminylphosphatidylinositol deacetylase activity	186	4.663418e-2	1.000000e+0	1.000000e+0	2.094002e+1	4.775544e-2	1	4.775544e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	PIGL
GO Molecular Function	GO:0004826	phenylalanine-tRNA ligase activity	187	4.715105e-2	1.000000e+0	1.000000e+0	5.815406e+0	3.439141e-1	2	3.439141e-4	2.000000e-3	109	2.479530e-2	1.000000e+0	9.495008e-1	7.427611e+0	2.692656e-1	2	4	1.582278e-3	5.000000e-1	.,.	FARS2,FARSA
GO Molecular Function	GO:1990459	transferrin receptor binding	188	4.734290e-2	1.000000e+0	1.000000e+0	3.750347e+0	7.999259e-1	3	7.999259e-4	3.000000e-3	300	9.669736e-2	1.000000e+0	1.000000e+0	3.713805e+0	5.385312e-1	2	8	1.582278e-3	2.500000e-1	.,.,.	RGMA,SNX1
GO Molecular Function	GO:0043047	single-stranded telomeric DNA binding	189	4.893631e-2	1.000000e+0	1.000000e+0	3.699463e+0	8.109285e-1	3	8.109285e-4	3.000000e-3	144	4.234154e-2	1.000000e+0	1.000000e+0	3.713805e+0	8.077968e-1	3	12	2.373418e-3	2.500000e-1	.,.,.	HNRNPA1,RPA2,TERF2IP
GO Molecular Function	GO:0070739	protein-glutamic acid ligase activity	190	4.916923e-2	1.000000e+0	1.000000e+0	3.692208e+0	8.125220e-1	3	8.125220e-4	3.000000e-3	92	1.880258e-2	1.000000e+0	8.530649e-1	4.951741e+0	6.058476e-1	3	9	2.373418e-3	3.333333e-1	.,.,.	TPGS1,TTLL11,UBE2M
GO Molecular Function	GO:1990188	euchromatin binding	191	4.947944e-2	1.000000e+0	1.000000e+0	1.970669e+1	5.074420e-2	1	5.074420e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	ASH2L
GO Molecular Function	GO:0003678	DNA helicase activity	192	5.028720e-2	1.000000e+0	1.000000e+0	2.124965e+0	3.294172e+0	7	3.294172e-3	7.000000e-3	705	4.216555e-1	1.000000e+0	1.000000e+0	1.212671e+0	3.298503e+0	4	49	3.164557e-3	8.163265e-2	.,.,.,.,.,.,.	CDC45,CHD2,IGHMBP2,MCM5
GO Molecular Function	GO:0047804	cysteine-S-conjugate beta-lyase activity	193	5.093023e-2	1.000000e+0	1.000000e+0	1.913085e+1	5.227160e-2	1	5.227160e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	KYAT1
GO Molecular Function	GO:0008297	single-stranded DNA exodeoxyribonuclease activity	194	5.149082e-2	1.000000e+0	1.000000e+0	5.533570e+0	3.614303e-1	2	3.614303e-4	2.000000e-3	279	7.581990e-2	1.000000e+0	1.000000e+0	4.244349e+0	4.712148e-1	2	7	1.582278e-3	2.857143e-1	.,.	EXD2,MGME1
GO Molecular Function	GO:1990932	5.8S rRNA binding	195	5.150256e-2	1.000000e+0	1.000000e+0	1.891260e+1	5.287480e-2	1	5.287480e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	RPL8
GO Molecular Function	GO:0030622	U4atac snRNA binding	196	5.317495e-2	1.000000e+0	1.000000e+0	1.830179e+1	5.463946e-2	1	5.463946e-5	1.000000e-3	418	1.886691e-1	1.000000e+0	1.000000e+0	4.951741e+0	2.019492e-1	1	3	7.911392e-4	3.333333e-1	.	GEMIN5
GO Molecular Function	GO:0043734	DNA-N1-methyladenine dioxygenase activity	197	5.343865e-2	1.000000e+0	1.000000e+0	5.418341e+0	3.691166e-1	2	3.691166e-4	2.000000e-3	109	2.479530e-2	1.000000e+0	9.495008e-1	7.427611e+0	2.692656e-1	2	4	1.582278e-3	5.000000e-1	.,.	ALKBH1,FTO
GO Molecular Function	GO:0034604	pyruvate dehydrogenase (NAD+) activity	198	5.422398e-2	1.000000e+0	1.000000e+0	5.373641e+0	3.721871e-1	2	3.721871e-4	2.000000e-3	132	3.949532e-2	1.000000e+0	1.000000e+0	5.942089e+0	3.365820e-1	2	5	1.582278e-3	4.000000e-1	.,.	PDHB,PDHX
GO Molecular Function	GO:0016206	catechol O-methyltransferase activity	199	5.427730e-2	1.000000e+0	1.000000e+0	1.791976e+1	5.580432e-2	1	5.580432e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	COMT
GO Molecular Function	GO:0015538	sialic acid:proton symporter activity	200	5.464746e-2	1.000000e+0	1.000000e+0	1.779493e+1	5.619579e-2	1	5.619579e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	SLC17A5
GO Molecular Function	GO:0015489	putrescine transmembrane transporter activity	201	5.540376e-2	1.000000e+0	1.000000e+0	1.754507e+1	5.699608e-2	1	5.699608e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	OAZ3
GO Molecular Function	GO:0004449	isocitrate dehydrogenase (NAD+) activity	202	5.555971e-2	1.000000e+0	1.000000e+0	1.749439e+1	5.716118e-2	1	5.716118e-5	1.000000e-3	418	1.886691e-1	1.000000e+0	1.000000e+0	4.951741e+0	2.019492e-1	1	3	7.911392e-4	3.333333e-1	.	IDH3B
GO Molecular Function	GO:0016413	O-acetyltransferase activity	203	5.580616e-2	1.000000e+0	1.000000e+0	5.286456e+0	3.783253e-1	2	3.783253e-4	2.000000e-3	300	9.669736e-2	1.000000e+0	1.000000e+0	3.713805e+0	5.385312e-1	2	8	1.582278e-3	2.500000e-1	.,.	CASD1,CRAT
